Location,Name,Description,Area,Beds,Baths,Price
6th of October City,"Apartment, Diar II",A 2 bedrooms Apartment in Diar II by Tameer. The Apartment size is 146 m2 with 2 bathrooms.,146,2,2,"7,539,917 
              EGP"
Ain Sokhna,"Chalet, Carnelia",A 1 bedroom Chalet in Carnelia  by Ajna Developments. The Chalet size is 60 m2 with 1 bathroom with a garden of 33 m2.,60,1,1,"7,540,000 
              EGP"
New Cairo,"Office, Neo Business Park",A  Office in Neo Business Park by Juzur Development. The Office size is 43 m2.,43,,,"7,580,376 
              EGP"
6th of October City,"Apartment, 31 West",A 1 bedroom Apartment in 31 West by M Squared. The Apartment size is 70 m2 with 1 bathroom.,70,1,1,"7,585,200 
              EGP"
New Heliopolis,"Apartment, Rock White",A 3 bedrooms Apartment in Rock White  by Rock developments. The Apartment size is 160 m2 with 3 bathrooms.,160,3,3,"7,596,800 
              EGP"
El Sheikh Zayed,"Office, Five Fifty Five Business Complex",A  Office in Five Fifty Five Business Complex by DAL Developments. The Office size is 58 m2.,58,,,"7,615,400 
              EGP"
6th of October City,"Apartment, Park Residence - Garden Lakes",A 2 bedrooms Apartment in Park Residence - Garden Lakes by Hyde Park. The Apartment size is 85 m2 with 3 bathrooms and a roof of 17 m2.,85,3,3,"7,680,000 
              EGP"
El Sheikh Zayed,"Apartment, Jirian - Mountain View",A 1 bedroom Apartment in Jirian - Mountain View  by Mountain View. The Apartment size is 70 m2 with 1 bathroom.,70,1,1,"7,717,153 
              EGP"
Ain Sokhna,"Serviced Apartment, Jura",A 2 bedrooms Serviced Apartment in Jura by New Jersey Developments. The Serviced Apartment size is 78 m2 with 1 bathroom.,78,1,1,"7,761,000 
              EGP"
Ras Sudr,"Apartment, Bayside",A 1 bedroom Apartment in Bayside  by El Attal Holding. The Apartment size is 90 m2 with 1 bathroom and a roof of 70 m2.,90,1,1,"7,792,000 
              EGP"
6th settlement,"Apartment, G-Haus - Glen",A 2 bedrooms Apartment in G-Haus - Glen  by IL Cazar Developments. The Apartment size is 130 m2 with 2 bathrooms.,130,2,2,"7,800,000 
              EGP"
New Zayed,"Apartment, Lugar",A 2 bedrooms Apartment in Lugar  by Gates Development. The Apartment size is 115 m2 with 2 bathrooms.,115,2,2,"7,821,378 
              EGP"
New Capital City,"Apartment, Scenario",A 2 bedrooms Apartment in Scenario  by Akam Developments. The Apartment size is 132 m2 with 2 bathrooms with a garden of 76 m2.,132,2,2,"7,846,575 
              EGP"
El Sheikh Zayed,"Office, West gate Business Hub",A  Office in West gate Business Hub by Gates Development. The Office size is 72 m2.,72,,,"7,859,100 
              EGP"
El Sheikh Zayed,"Apartment, Jirian-Phase One",A 1 bedroom Apartment in Jirian-Phase One by Palm Hills Developments. The Apartment size is 62 m2 with 1 bathroom.,62,1,1,"7,874,000 
              EGP"
New Capital City,"Apartment, The Loft",A 2 bedrooms Apartment in The Loft  by Living Yards Developments. The Apartment size is 143 m2 with 2 bathrooms.,143,2,2,"7,885,367 
              EGP"
New Cairo,"Office, T.Hub",A  Office in T.Hub by Times Developments. The Office size is 65 m2.,65,,,"8,000,000 
              EGP"
New Cairo,"Office, District People",A  Office in District People by W's . The Office size is 45 m2.,45,,,"8,000,000 
              EGP"
New Capital City,"Office, 6ixty Walk One New Capital",A  Office in 6ixty Walk One New Capital by Al - Borouj Misr Developments Group (ABM). The Office size is 56 m2.,56,,,"8,125,000 
              EGP"
New Cairo,"Office, Intown",A  Office in Intown by New Town Group. The Office size is 66 m2.,66,,,"8,184,000 
              EGP"
Mostakbal City,"Apartment, Beta Greens",A 2 bedrooms Apartment in Beta Greens  by BETA Developments. The Apartment size is 100 m2 with 2 bathrooms with a garden of 44 m2.,100,2,2,"8,200,000 
              EGP"
New Capital City,"Apartment, Serrano",A 2 bedrooms Apartment in Serrano by New Plan. The Apartment size is 117 m2 with 2 bathrooms with a garden of 30 m2.,117,2,2,"8,255,000 
              EGP"
South Investors,"Office, The Lark Mall",A  Office in The Lark Mall by Tamayoz Developments. The Office size is 66 m2.,66,,,"8,312,500 
              EGP"
Golden Square,"Office, FCC",A  Office in FCC by Al - Borouj Misr Developments Group (ABM). The Office size is 64 m2.,64,,,"8,358,714 
              EGP"
New Cairo,"Office, Red (G) - Garnet",A  Office in Red (G) - Garnet by Jadeer Realestate. The Office size is 70 m2.,70,,,"8,400,000 
              EGP"
Ras El Hekma,"Apartment, Quayside",A 2 bedrooms Apartment in Quayside by Inertia Egypt. The Apartment size is 87 m2 with 2 bathrooms with a garden of 84 m2.,87,2,2,"8,420,000 
              EGP"
Sidi Abdel Rahman,"Chalet, Rivette - Amwaj",A 1 bedroom Chalet in Rivette - Amwaj  by Melee Development. The Chalet size is 70 m2 with 2 bathrooms.,70,2,2,"8,450,000 
              EGP"
6th settlement,"Apartment, Crescent Walk South",A 1 bedroom Apartment in Crescent Walk South by Marakez. The Apartment size is 93 m2 with 2 bathrooms.,93,2,2,"8,464,000 
              EGP"
New Cairo,"Office, Iguall",A  Office in Iguall by Upwyde Developments. The Office size is 60 m2.,60,,,"8,550,000 
              EGP"
6th of October City,"Apartment, Palm Parks",A 1 bedroom Apartment in Palm Parks by Palm Hills Developments. The Apartment size is 89 m2 with 1 bathroom.,89,1,1,"8,555,000 
              EGP"
El Sheikh Zayed,"Apartment, Al Karma Kay",A 1 bedroom Apartment in Al Karma Kay by AlKarma Developments. The Apartment size is 88 m2 with 1 bathroom.,88,1,1,"8,560,000 
              EGP"
New Zayed,"Apartment, Karmell  New Zayed",A 1 bedroom Apartment in Karmell  New Zayed by SODIC. The Apartment size is 82 m2 with 1 bathroom.,82,1,1,"8,571,000 
              EGP"
El Shorouk,"Retail, 3 Sides Mall",A  Retail in 3 Sides Mall by N Developments. The Retail size is 65 m2.,65,,,"8,580,000 
              EGP"
El Sheikh Zayed,"Apartment, Ivoire West",A 2 bedrooms Apartment in Ivoire West by PRE Developments. The Apartment size is 128 m2 with 2 bathrooms.,128,2,2,"8,703,000 
              EGP"
New Cairo,"Office, Gravity 7",A  Office in Gravity 7 by Mercon Developments. The Office size is 51 m2.,51,,,"8,740,285 
              EGP"
New Capital City,"Apartment, La Verde New Capital",A 2 bedrooms Apartment in La Verde New Capital by La Verde Developments. The Apartment size is 135 m2 with 3 bathrooms.,135,3,3,"8,755,000 
              EGP"
Mostakbal City,"Apartment, Alaire",A 1 bedroom Apartment in Alaire by Al Ahly Sabbour Developments. The Apartment size is 90 m2 with 1 bathroom.,90,1,1,"8,849,000 
              EGP"
Ras El Hekma,"Chalet, Lagoon Town",A 1 bedroom Chalet in Lagoon Town by Hyde Park. The Chalet size is 65 m2 with 1 bathroom and a terrace of 26 m2.,65,1,1,"8,860,000 
              EGP"
New Capital City,"Studio, Double Two Towers",A  Studio in Double Two Towers  by Nakheel Developments. The Studio size is 60 m2 with 1 bathroom.,60,1,1,"8,880,000 
              EGP"
New Cairo,"Serviced Apartment, More  Residences",A 1 bedroom Serviced Apartment in More  Residences  by LMD. The Serviced Apartment size is 70 m2 with 2 bathrooms.,70,2,2,"9,000,000 
              EGP"
Hurghada,"Apartment, Aden",A 1 bedroom Apartment in Aden by Orascom Development Egypt. The Apartment size is 76 m2 with 1 bathroom with a garden of 53 m2.,76,1,1,"9,095,000 
              EGP"
El Sheikh Zayed,"Apartment, Sky Ramp",A 2 bedrooms Apartment in Sky Ramp by Upwyde Developments. The Apartment size is 130 m2 with 2 bathrooms.,130,2,2,"9,178,938 
              EGP"
New Capital City,"Apartment, The Curve",A 3 bedrooms Apartment in The Curve by Cornerstone Development. The Apartment size is 190 m2 with 3 bathrooms and a terrace of 23 m2.,190,3,3,"9,234,000 
              EGP"
Somabay,"Chalet, Blanca Gardens",A 1 bedroom Chalet in Blanca Gardens by Somabay. The Chalet size is 69 m2 with 1 bathroom.,69,1,1,"9,310,000 
              EGP"
New Zayed,"Apartment, Mar ville",A 1 bedroom Apartment in Mar ville by Al Marasem Development. The Apartment size is 96 m2 with 1 bathroom with a garden of 46 m2.,96,1,1,"9,382,000 
              EGP"
New Capital City,"Apartment, Vinci",A 3 bedrooms Apartment in Vinci  by Misr Italia Properties. The Apartment size is 156 m2 with 3 bathrooms.,156,3,3,"9,400,000 
              EGP"
New Cairo,"Office, Moray",A  Office in Moray by Main Marks. The Office size is 48 m2.,48,,,"9,430,000 
              EGP"
New Cairo,"Apartment, Telal East",A 2 bedrooms Apartment in Telal East by Roya Developments. The Apartment size is 118 m2 with 2 bathrooms.,118,2,2,"9,440,000 
              EGP"
October Gardens,"Apartment, Sun Capital",A 3 bedrooms Apartment in Sun Capital by Arabia Holding. The Apartment size is 163 m2 with 3 bathrooms.,163,3,3,"9,454,347 
              EGP"
New Capital City,"Apartment, Atika",A 3 bedrooms Apartment in Atika by New Plan. The Apartment size is 153 m2 with 3 bathrooms.,153,3,3,"9,505,000 
              EGP"
Mostakbal City,"Apartment, River Park",A 2 bedrooms Apartment in River Park by Mountain View. The Apartment size is 120 m2 with 2 bathrooms.,120,2,2,"9,509,840 
              EGP"
New Cairo,"Office, Hyde Park Business District",A  Office in Hyde Park Business District by Hyde Park. The Office size is 40 m2.,40,,,"9,520,000 
              EGP"
New Cairo,"Apartment, Creektown",A 2 bedrooms Apartment in Creektown  by IL Cazar Developments. The Apartment size is 128 m2 with 3 bathrooms.,128,3,3,"9,600,000 
              EGP"
New Cairo,"Clinic, Eastmed",A  Clinic in Eastmed by LMD. The Clinic size is 55 m2.,55,,,"9,630,000 
              EGP"
Somabay,"Apartment, Bay West",A 1 bedroom Apartment in Bay West by Somabay. The Apartment size is 82 m2 with 1 bathroom.,82,1,1,"9,630,000 
              EGP"
El Lotus,"Office, Cinco",A  Office in Cinco by Upwyde Developments. The Office size is 49 m2.,49,,,"9,630,509 
              EGP"
New Zayed,"Apartment, Kinz",A 1 bedroom Apartment in Kinz by Madaar Development. The Apartment size is 114 m2 with 2 bathrooms with a garden of 31 m2.,114,2,2,"9,634,000 
              EGP"
Mostakbal City,"Apartment, Fields park",A 2 bedrooms Apartment in Fields park by Mountain View. The Apartment size is 130 m2 with 2 bathrooms.,130,2,2,"9,648,721 
              EGP"
Ras El Hekma,"Apartment, Ayla Jefaira",A 2 bedrooms Apartment in Ayla Jefaira  by Inertia Egypt. The Apartment size is 101 m2 with 2 bathrooms.,101,2,2,"9,749,000 
              EGP"
New Capital City,"Serviced Apartment, Oaks Egypt",A 1 bedroom Serviced Apartment in Oaks Egypt  by Margins Development. The Serviced Apartment size is 60 m2 with 1 bathroom.,60,1,1,"9,800,000 
              EGP"
Al Alamein,"Apartment, Mazarine",A 3 bedrooms Apartment in Mazarine by City Edge Developments. The Apartment size is 231 m2 with 3 bathrooms.,231,3,3,"9,800,000 
              EGP"
El Sheikh Zayed,"Apartment, Village West",A 1 bedroom Apartment in Village West  by Dorra Group. The Apartment size is 89 m2 with 1 bathroom.,89,1,1,"9,800,000 
              EGP"
New Cairo,"Office, Linea",A  Office in Linea by La Vista Developments. The Office size is 56 m2.,56,,,"9,800,000 
              EGP"
El Sheikh Zayed,"Apartment, Terrace",A 3 bedrooms Apartment in Terrace by Housing and Development Properties HDP. The Apartment size is 140 m2 with 3 bathrooms and a terrace of 3 m2.,140,3,3,"9,816,183 
              EGP"
El Sheikh Zayed,"Office, D Line",A  Office in D Line by La Vista Developments. The Office size is 71 m2.,71,,,"9,940,000 
              EGP"
Ras Sudr,"Twinhouse, Lasirena Bay",A 4 bedrooms Twinhouse in Lasirena Bay by Lasirena Group. The Twinhouse size is 150 m2 with 3 bathrooms with a garden of 100 m2.,150,3,3,"10,000,000 
              EGP"
Mostakbal City,"Apartment, Club Park - Aliva",A 3 bedrooms Apartment in Club Park - Aliva by Mountain View. The Apartment size is 125 m2 with 2 bathrooms.,125,2,2,"10,086,457 
              EGP"
New Cairo,"Office, Yellow Lane",A  Office in Yellow Lane by Urbnlanes Development. The Office size is 55 m2.,55,,,"10,089,325 
              EGP"
6th of October City,"Serviced Apartment, The V Residence - Villagio",A 2 bedrooms Serviced Apartment in The V Residence - Villagio  by Modon Egypt. The Serviced Apartment size is 108 m2 with 3 bathrooms with a garden of 47 m2.,108,3,3,"10,138,000 
              EGP"
New Capital City,"Apartment, Ri8",A 3 bedrooms Apartment in Ri8 by Emaar Rezk Group Developments . The Apartment size is 202 m2 with 3 bathrooms.,202,3,3,"10,140,987 
              EGP"
Mostakbal City,"Apartment, Park Central",A 2 bedrooms Apartment in Park Central  by Hassan Allam Properties. The Apartment size is 124 m2 with 3 bathrooms.,124,3,3,"10,148,276 
              EGP"
New Cairo,"Apartment, Parkway Residence - Hyde Park",A 1 bedroom Apartment in Parkway Residence - Hyde Park  by Hyde Park. The Apartment size is 78 m2 with 2 bathrooms and a roof of 23 m2.,78,2,2,"10,280,000 
              EGP"
New Cairo,"Office, Palmet - New Cairo",A  Office in Palmet - New Cairo by Palm Hills Developments. The Office size is 61 m2.,61,,,"10,310,000 
              EGP"
New Cairo,"Apartment, Rock Vera",A 3 bedrooms Apartment in Rock Vera by Rock developments. The Apartment size is 153 m2 with 3 bathrooms with a garden of 21 m2.,153,3,3,"10,407,778 
              EGP"
New Cairo,"Office, Valory Mall",A  Office in Valory Mall by Menassat Developments. The Office size is 71 m2.,71,,,"10,478,270 
              EGP"
Hurghada,"Apartment, Ras Soma",A 1 bedroom Apartment in Ras Soma by Travco properties. The Apartment size is 70 m2 with 1 bathroom.,70,1,1,"10,500,000 
              EGP"
North Investors,"Office, Keystone",A  Office in Keystone by TBK Developments. The Office size is 59 m2.,59,,,"10,502,000 
              EGP"
Al Dabaa,"Serviced Apartment, Jay",A 2 bedrooms Serviced Apartment in Jay by Akam Alrajhi Developments. The Serviced Apartment size is 85 m2 with 2 bathrooms and a terrace of 7 m2.,85,2,2,"10,560,000 
              EGP"
New Cairo,"Apartment, Regent's Square",A 2 bedrooms Apartment in Regent's Square by Al Dawlia Developments. The Apartment size is 108 m2 with 2 bathrooms.,108,2,2,"10,628,966 
              EGP"
New Capital City,"Office, Sofitel Oia Towers",A  Office in Sofitel Oia Towers by EDGE HOLDING. The Office size is 55 m2.,55,,,"10,645,088 
              EGP"
6th of October City,"Apartment, Kings Way",A 3 bedrooms Apartment in Kings Way  by Mountain View. The Apartment size is 130 m2 with 2 bathrooms with a garden of 125 m2.,130,2,2,"10,658,777 
              EGP"
New Capital City,"Apartment, Talah",A 3 bedrooms Apartment in Talah by New Plan. The Apartment size is 151 m2 with 2 bathrooms with a garden of 150 m2.,151,2,2,"10,681,000 
              EGP"
New Capital City,"Apartment, La Verde Casette",A 3 bedrooms Apartment in La Verde Casette  by La Verde Developments. The Apartment size is 165 m2 with 3 bathrooms.,165,3,3,"10,725,000 
              EGP"
Mostakbal City,"Apartment, Lagoon Beach Park - Aliva",A 3 bedrooms Apartment in Lagoon Beach Park - Aliva by Mountain View. The Apartment size is 125 m2 with 2 bathrooms.,125,2,2,"10,779,001 
              EGP"
Sidi Abdel Rahman,"Apartment, Bianchi Ilios",A 2 bedrooms Apartment in Bianchi Ilios by Al - Borouj Misr Developments Group (ABM). The Apartment size is 122 m2 with 2 bathrooms.,122,2,2,"10,821,247 
              EGP"
New Capital City,"Office, Amazon Capital Diamond Tower",A  Office in Amazon Capital Diamond Tower by Amazon Holding. The Office size is 50 m2.,50,,,"10,843,076 
              EGP"
El Sheikh Zayed,"Clinic, Westown Medical Center",A  Clinic in Westown Medical Center by SODIC. The Clinic size is 56 m2.,56,,,"10,913,000 
              EGP"
New Cairo,"Apartment, Jayd",A 3 bedrooms Apartment in Jayd  by Saudi Egyptian Developers (SED). The Apartment size is 150 m2 with 3 bathrooms.,150,3,3,"10,939,000 
              EGP"
New Cairo,"Serviced Apartment, Business Suites New Cairo",A 1 bedroom Serviced Apartment in Business Suites New Cairo by Al Jazi Egypt. The Serviced Apartment size is 81 m2 with 1 bathroom.,81,1,1,"10,966,311 
              EGP"
New Capital City,"Office, Financial Hub",A  Office in Financial Hub by Safwa Urban Developments (SUD). The Office size is 60 m2.,60,,,"10,972,264 
              EGP"
New Cairo,"Office, Cliff",A  Office in Cliff  by The Ark Development. The Office size is 55 m2 and a terrace of 14 m2.,55,,,"11,000,000 
              EGP"
